1001,0.954954955
1002,0.945945946
1003,1.015765766
1004,1.004504505
1051,1.040540541
1053,1.015765766
1054,1.036036036
1055,1.085585586
1056,1.011261261
1057,1.063063063
1058,1.029279279
1059,1.029279279
1060,1.006756757
1061,1.027027027
1062,1.024774775
2000,0.948198198
3101,0.986486486
3102,0.995495495
3103,1
3151,0.988738739
3153,1.078828829
3154,1.038288288
3155,1.060810811
3157,1.004504505
3158,1.038288288
3159,1.009009009
3241,0.988738739
3251,1.018018018
3252,1.054054054
3254,1.027027027
3255,1.065315315
3256,1.015765766
3257,1.047297297
3351,1.018018018
3352,1.047297297
3353,1.015765766
3354,1.085585586
3355,0.981981982
3356,1.031531532
3357,1
3358,1.013513514
3359,0.993243243
3360,1.058558559
3361,1.006756757
3401,0.990990991
3402,0.97972973
3403,0.959459459
3404,0.943693694
3405,1.040540541
3451,1.015765766
3452,1.015765766
3453,0.918918919
3454,0.963963964
3455,1.056306306
3456,0.984234234
3457,0.993243243
3458,1.006756757
3459,0.990990991
3460,0.918918919
3461,1.031531532
3462,1.038288288
4011,0.981981982
4012,0.986486486
5111,0.968468468
5112,0.97972973
5113,0.993243243
5114,1.004504505
5116,0.990990991
5117,1.029279279
5119,1.009009009
5120,1.011261261
5122,1.002252252
5124,0.981981982
5154,0.995495495
5158,1.031531532
5162,1.009009009
5166,1.024774775
5170,1.036036036
5314,0.936936937
5315,0.939189189
5316,1.002252252
5334,0.972972973
5358,1
5362,1
5366,1.013513514
5370,1.002252252
5374,1
5378,1.031531532
5382,1
5512,1.024774775
5513,0.981981982
5515,0.927927928
5554,0.968468468
5558,1
5562,1.024774775
5566,0.97972973
5570,0.997747748
5711,0.963963964
5754,0.975225225
5758,1.013513514
5762,1.022522523
5766,1.004504505
5770,1.006756757
5774,0.948198198
5911,1.004504505
5913,0.97972973
5914,1.002252252
5915,0.981981982
5916,1.004504505
5954,1.038288288
5958,1.015765766
5962,1.013513514
5966,0.993243243
5970,0.997747748
5974,1.002252252
5978,1.024774775
6411,0.918918919
6412,0.918918919
6413,0.918918919
6414,0.966216216
6431,1.02027027
6432,0.993243243
6433,0.963963964
6434,1.013513514
6435,1.002252252
6436,0.993243243
6437,1.033783784
6438,0.990990991
6439,1.024774775
6440,1.002252252
6531,0.961711712
6532,1.011261261
6533,1.006756757
6534,0.966216216
6535,1.056306306
6611,0.957207207
6631,0.993243243
6632,1.036036036
6633,1.04954955
6634,1.033783784
6635,1.029279279
6636,1.060810811
7111,0.984234234
7131,1.047297297
7132,1.018018018
7133,1.029279279
7134,1.045045045
7135,1.051801802
7137,1.013513514
7138,1.015765766
7140,1.029279279
7141,1.033783784
7143,1.006756757
7211,0.939189189
7231,1.029279279
7232,1
7233,1.04954955
7235,1.004504505
7311,1.006756757
7312,0.968468468
7313,0.961711712
7314,0.95045045
7315,0.93018018
7316,1.040540541
7317,1.051801802
7318,1.02027027
7319,0.977477477
7320,1.02027027
7331,0.995495495
7332,1.051801802
7333,1.02027027
7334,0.988738739
7335,1.006756757
7336,1.04954955
7337,1.038288288
7338,1.024774775
7339,1
7340,1.072072072
8111,0.943693694
8115,0.972972973
8116,0.984234234
8117,1
8118,0.972972973
8119,0.995495495
8121,0.954954955
8125,0.975225225
8126,0.977477477
8127,0.970720721
8128,1.018018018
8135,1
8136,0.986486486
8211,1.063063063
8212,0.95045045
8215,1.002252252
8216,1.011261261
8221,0.90990991
8222,0.95045045
8225,1.011261261
8226,1.002252252
8231,0.961711712
8235,0.995495495
8236,1
8237,0.993243243
8311,0.912162162
8315,1.002252252
8316,0.995495495
8317,0.993243243
8325,0.993243243
8326,1.004504505
8327,0.963963964
8335,0.984234234
8336,0.988738739
8337,0.993243243
8415,0.986486486
8416,0.932432432
8417,1.013513514
8421,0.939189189
8425,0.968468468
8426,0.957207207
8435,1.009009009
8436,0.972972973
8437,0.986486486
9161,0.948198198
9162,0.936936937
9163,0.966216216
9171,1.004504505
9172,1.02027027
9173,0.995495495
9174,0.961711712
9175,0.961711712
9176,0.945945946
9177,0.95045045
9178,0.93018018
9179,0.990990991
9180,1.042792793
9181,0.984234234
9182,1.015765766
9183,0.981981982
9184,0.975225225
9185,0.970720721
9186,0.963963964
9187,0.997747748
9188,1.013513514
9189,1.015765766
9190,1
9261,0.97972973
9262,0.977477477
9263,1.004504505
9271,0.995495495
9272,1.022522523
9273,0.966216216
9274,0.970720721
9275,1.018018018
9276,1.02027027
9277,1.004504505
9278,0.986486486
9279,0.97972973
9361,1.027027027
9362,0.93018018
9363,1.022522523
9371,1.013513514
9372,1.009009009
9373,0.97972973
9374,1.009009009
9375,0.981981982
9376,1
9377,1.033783784
9461,0.957207207
9462,0.977477477
9463,1.027027027
9464,1.02027027
9471,0.984234234
9472,1.029279279
9473,1.036036036
9474,0.997747748
9475,1.072072072
9476,1.063063063
9477,1.054054054
9478,1.031531532
9479,1.072072072
9561,0.990990991
9562,0.932432432
9563,0.966216216
9564,0.970720721
9565,1.004504505
9571,0.988738739
9572,0.990990991
9573,1.024774775
9574,1.018018018
9575,1
9576,1
9577,1.009009009
9661,0.990990991
9662,1.004504505
9663,0.959459459
9671,1.015765766
9672,1.04954955
9673,1.02027027
9674,1.006756757
9675,1
9676,1.009009009
9677,1.033783784
9678,1.013513514
9679,1.004504505
9761,0.961711712
9762,1.011261261
9763,0.990990991
9764,0.995495495
9771,0.97972973
9772,0.988738739
9773,0.988738739
9774,0.977477477
9775,0.97972973
9776,1.015765766
9777,0.990990991
9778,0.990990991
9779,0.981981982
9780,1.018018018
10041,1.02027027
10042,1.038288288
10043,1.056306306
10044,1.047297297
10045,1.060810811
10046,1.067567568
11000,0.959459459
12051,1.081081081
12052,1.045045045
12053,1.060810811
12054,0.959459459
12060,1.04954955
12061,1.054054054
12062,1.11036036
12063,1.033783784
12064,1.065315315
12065,1.040540541
12066,1.11036036
12067,1.083333333
12068,1.078828829
12069,1.036036036
12070,1.11036036
12071,1.114864865
12072,1.033783784
12073,1.101351351
13003,1.013513514
